drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Metformin / Sitagliptin,Type 2 Diabetes,i take 50/ 500 twice a day my glucose level is in the range of 150/330 despite using this medicine i am going to consult my doctor soon for a replacement of medicine i am also having side effects such as cold sweating skin rashes and i also fainted twice,1,negative,50,0,0
Nebivolol,High Blood Pressure,i am a 45 yr female who developed high blood pressure 160/100 i took lopressor for months and hated it i am a pretty fit and active person and on lopressor i became so sluggish and tired i couldn't function at all my doctor gave me bystolic one month ago and i love it i feel like myself again no side effects at all my heart rate stays normal all day anyone feeling really bad on medicine they are taking should ask doctor to try this medicine,10,positive,87,1,1
Paliperidone,Depression,this medication after one day of use helped me become more productive and happier in myself,10,positive,16,0,0
Farxiga,Type 2 Diabetes,this caused yeast infections itching and blood in urine,3,negative,9,0,0
Glucophage XR,Type 2 Diabetes,i started glucophage xr on february 20 i can not believe how much better i feel before glucophage i spent every waking minute thinking about what i would eat next for the last years i stayed under 1000 calories a day and my readings we're 175 or 83 i was up and down like a yo-yo all day and night i gained weight constantly i weighed in at 196 lbs on feb 20 now months later on glucophage i have lost 29 lbs and i eat like a normal person i can't believe the difference the first week on it i had some nausea but it went away and i now have no side effects i keep thinking this is a fluke a pill can't make that much of a difference i feel better than i have in 20 years i now have energy because i am eating enough and my readings are amazing,10,positive,154,1,0
Exenatide,Type 2 Diabetes,just took my 2nd injection the first without supervision this morning as others have said the needle is larger than i'm used to and the mixing a little cumbersome but i ll willing to stick with it i had to stop both byetta and victoza due to horrendous side effects i'm praying that the bydureon won't make me as nauseous,8,positive,60,0,0
Dulaglutide,Type 2 Diabetes,i took the smaller dosage of 75 mg thank god first two days we're fine then the third day everything went south blood sugar was 219 highest i had ever taken woke up with upset stomach then diarrhea for - hours then vomiting for - hours then cold chills rash that turned to hives from crotch to knees arm pits to elbows head itched lips started getting puffy this was all in 24 hours it was horrible then the next days it took to get completely out of my system every day i would have these with less severity the hives is the only thing that did not reocurr at ti'mes i could not stand any clothes on my body was that'sensitive i found from the dr at emergency room the half life of the drug was days,1,negative,138,0,1
Sitagliptin,Type 2 Diabetes,my a1c was 13 and i was prescribed januvia 100 mg tab 34 days ago my a1c is now a i have noticed a change of my health since starting januvia i'm experiencing severe painful muscle spasms to both legs to feet numbness to right arm hand slight abdominal pains urination is every minutes and bowel movements are ti'mes/day a slight pain in lower back is constant typing the keyboard on my laptop is a challenge because both hands and arms are shaking hrs to type this review correctly is a challenge only 34 januvia pills later i'm feeling these affects that we're not normal 34 days ago my blood pressure meds have been raised from 10 mg to 30 mg after 15 yrs on 10 mg dosage doc said keep taking januvia have to get a1c to a,4,neutral,139,0,0
Liraglutide,Type 2 Diabetes,lost kgs in weeks weight has been stagnant after that though fasting sugar came down from 200 to 116 great medicine,8,positive,21,1,0
Invokana,Type 2 Diabetes,started with 1000 mg metformin took one pill ti'mes a day in summer 2015 - bad bad diarrhea changed to 100 mg /day januvia - only had bad diarrhea - late summer 2016 started in invokana - starting in november i ve had yeast infections thru jan 2017 also very thirsty - no hair loss - yet - some leg cramping - painful in the calves of my legs - blood sugar control ok - i used to be for 10 years on insulin then doc said i'm over 65 so my blood sugarts a1cs should be higher so i don't go low - but in all the years i ve entertained diabetes since 1991 i ve never gone low - so i don't understand this concern am seeing doc on jan - have to see where it goes from here - everyone is right about the yeast infections,5,neutral,149,0,1
